 Invoice Number, Status, Gross, Fee, Net, Reserve
,Completed,-39.5,0.75,-38.75,
,Placed,-1.95,...,-1.95,
300098881,Completed,39.95,-0.91,39.04,
,Placed,-0.41,...,-0.41,
,Placed,-4.95,...,-4.95,
300098880,Completed,8.5,-0.31,8.19,
,Placed,-5.53,...,-5.53,
300098879,Completed,101.09,-2.12,98.97,
,Placed,-0.84,...,-0.84,
,Placed,-0.73,...,-0.73,
300098877,Completed,17.28,-0.53,16.75,
300098876,Completed,15,-0.44,14.56,
300098878,Completed,112.96,-2.35,110.61,
,Placed,-3.27,...,-3.27,
300098875,Completed,66.96,-1.47,65.49,
,Placed,-8.58,...,-8.58,
,Placed,-11.81,...,-11.81,
300052781,Completed,175,-3.48,171.52,
300098874,Completed,241,-4.78,236.22,
,Placed,-4.05,...,-4.05,
300098872,Completed,84,-2.94,81.06,
,Placed,-3.61,...,-3.61,
300098871,Completed,73.8,-1.6,72.2,
,Placed,-2.3,...,-2.3,
,Placed,-3.37,...,-3.37,
,Placed,-7.06,...,-7.06,
,Placed,-4.04,...,-4.04,
300098870,Completed,144.04,-2.89,141.15,
,Placed,-2.9,...,-2.9,
300098869,Completed,46.99,-1.09,45.9,
,Placed,-1.31,...,-1.31,
,Placed,-0.82,...,-0.82,
300098868,Completed,68.85,-1.51,67.34,
,Placed,-4.09,...,-4.09,
,Placed,-0.5,...,-0.5,
,Placed,-1.24,...,-1.24,
300098867,Completed,82.52,-1.77,80.75,
300098865,Completed,25.5,-0.68,24.82,
,Placed,-1.81,...,-1.81,
300098861,Completed,59.2,-1.27,57.93,
300098862,Completed,17,-0.52,16.48,
,Placed,-5.34,...,-5.34,
300098860,Completed,27.23,-0.95,26.28,
300098859,Refunded,109,-2.27,106.73,
300098855,Completed,83.54,-1.74,81.8,
300098858,Completed,10.26,-0.34,9.92,
300098857,Completed,37.13,-0.91,36.22,
,Placed,-4.74,...,-4.74,
300098856,Completed,96.9,-2.04,94.86,
,Placed,-0.09,...,-0.09,
,Placed,-17.5,...,-17.5,
300098854,Completed,2,-0.24,1.76,
,Placed,-7.17,...,-7.17,
,Placed,-3.37,...,-3.37,
,Placed,-7.67,...,-7.67,
,Completed,0.71,0,0.71,
,Completed,-37.13,0.71,-36.42,
300098852,Completed,146.35,-2.98,143.37,
,Placed,-5.21,...,-5.21,
,Placed,-1.62,...,-1.62,
,Placed,-2.46,...,-2.46,
,Completed,350,0,350,
300098851,Completed,50.4,-1.16,49.24,
300098850,Completed,68.85,-1.51,67.34,
300098849,Completed,156.6,-3.18,153.42,
300098847,Completed,33.15,-0.78,32.37,
300098848,Completed,106.39,-2.22,104.17,
,Completed,-500,0,-500,
,Released,500,...,500,
,Placed,-500,...,-500,
,Canceled,500,0,500,
,Placed,-2.1,...,-2.1,
,Placed,-1.45,...,-1.45,
,Placed,-2.72,...,-2.72,
300098846,Completed,56.45,-1.98,54.47,
,Placed,-1.19,...,-1.19,
200000207,Completed,43,-1.02,41.98,
300098845,Completed,24.5,-0.62,23.88,
300098844,Completed,29.7,-0.71,28.99,
,Placed,-1.71,...,-1.71,
,Placed,-3.04,...,-3.04,
,Placed,-3.32,...,-3.32,
300098843,Completed,62.21,-1.33,60.88,
300098842,Completed,34.99,-0.81,34.18,
,Placed,-25,...,-25,
,Placed,-3.33,...,-3.33,
300098841,Completed,67.91,-1.44,66.47,
,Placed,-1.36,...,-1.36,
,Completed,27.89,-0.73,27.16,
,Placed,-0.96,...,-0.96,
,Refunded,19.8,-0.58,19.22,
,Placed,-1.33,...,-1.33,
,Completed,27.22,-0.72,26.5,
300098840,Completed,68.04,-1.44,66.6,
,Completed,500,0,500,
,Placed,-1.4,...,-1.4,
300098839,Completed,28.8,-0.75,28.05,
,Placed,-1.52,...,-1.52,
300098838,Completed,31.1,-0.79,30.31,
,Placed,-1.87,...,-1.87,
,Placed,-3.92,...,-3.92,
,Placed,-0.58,...,-0.58,
,Placed,-25,...,-25,
300098836,Completed,80,-1.67,78.33,
300098835,Completed,12,-0.43,11.57,
,Placed,-3.37,...,-3.37,
300098834,Completed,38.25,-0.88,37.37,
,Completed,500,0,500,
,Placed,-1.87,...,-1.87,
,Placed,-5.14,...,-5.14,
300098833,Completed,105,-2.2,102.8,
300098832,Completed,68.85,-1.46,67.39,
300098831,Refunded,38.35,-0.93,37.42,
,Placed,-1.3,...,-1.3,
300098830,Completed,26.75,-0.71,26.04,
,Placed,-2.76,...,-2.76,
,Placed,-1.66,...,-1.66,
300098828,Completed,57.24,-2,55.24,
300098827,Completed,34,-0.8,33.2,
,Placed,-2.05,...,-2.05,
,Placed,-4.11,...,-4.11,
300098826,Completed,83.9,-1.79,82.11,
,Placed,-4.39,...,-4.39,
300098825,Refunded,41.95,-0.95,41,
300098824,Completed,89.65,-1.85,87.8,
,Placed,-2.93,...,-2.93,
,Placed,-0.73,...,-0.73,
,Placed,-0.72,...,-0.72,
300098823,Completed,60,-1.34,58.66,
300098822,Completed,15,-0.49,14.51,
,Placed,-6.18,...,-6.18,
,Completed,15,-0.51,14.49,
300098820,Completed,128,-4.48,123.52,
,Placed,-0.72,...,-0.72,
300098819,Completed,15,-0.53,14.47,
300098818,Completed,27.89,-0.73,27.16,
,Placed,-25,...,-25,
,Placed,-25,...,-25,
,Placed,-1.36,...,-1.36,
,Placed,-25,...,-25,
300098817,Completed,27.89,-0.73,27.16,
,Completed,500,0,500,
,Placed,-25,...,-25,
,Completed,500,0,500,
,Completed,500,0,500,
,Placed,-25,...,-25,
,Completed,500,0,500,
,Completed,500,0,500,
,Placed,-5.43,...,-5.43,
300098816,Completed,111.42,-2.82,108.6,
,Placed,-25,...,-25,
,Completed,500,0,500,
,Placed,-1.66,...,-1.66,
300098814,Completed,34,-0.8,33.2,
,Placed,-8.92,...,-8.92,
300098813,Completed,182,-3.66,178.34,
,Completed,-2000,0,-2000,
,Placed,-10.53,...,-10.53,
300098812,Completed,214.92,-4.28,210.64,
,Placed,-49.04,...,-49.04,
,Completed,1000,-19.15,980.85,
,Removed,-700,16.95,-683.05,
,Placed,-3.53,...,-3.53,
,Completed,72.5,-1.89,70.61,
,Placed,-9.21,...,-9.21,
300098811,Completed,188,-3.77,184.23,
,Placed,-3.92,...,-3.92,
300098810,Completed,80,-1.67,78.33,
,Placed,-4.94,...,-4.94,
300098809,Completed,100.8,-2.07,98.73,
,Placed,-9.75,...,-9.75,
300098808,Completed,199,-3.93,195.07,
,Placed,-0.65,...,-0.65,
200000206,Completed,13.5,-0.46,13.04,
,Placed,-0.73,...,-0.73,
300098807,Completed,15,-0.49,14.51,
300098806,Completed,27.22,-0.72,26.5,
,Placed,-2.64,...,-2.64,
300098805,Completed,54,-1.23,52.77,
,Placed,-3.47,...,-3.47,
300098804,Completed,70.95,-1.5,69.45,
,Placed,-10.09,...,-10.09,
300098803,Refunded,19.8,-0.58,19.22,
,Placed,-2.24,...,-2.24,
300098802,Completed,45.9,-1.02,44.88,
300098801,Completed,205.95,-4.06,201.89,
,Placed,-1.37,...,-1.37,
300098800,Completed,28.08,-0.73,27.35,
,Placed,-5.17,...,-5.17,
,Placed,-3.42,...,-3.42,
300098799,Completed,105.5,-2.2,103.3,
300098798,Completed,70,-1.53,68.47,
,Placed,-1.37,...,-1.37,
300098797,Refunded,28,-0.68,27.32,
,Completed,-8053.52,0,-8053.52,
,Placed,-3.57,...,-3.57,
300098796,Completed,72.9,-1.54,71.36,
,Placed,-0.72,...,-0.72,
,Completed,15,-0.51,14.49,
,Placed,-2.73,...,-2.73,
300098795,Completed,55.95,-1.26,54.69,
,Placed,-3.01,...,-3.01,
300098794,Completed,61.57,-1.32,60.25,
,Placed,-11.04,...,-11.04,
,Placed,-3.37,...,-3.37,
,Completed,69,-1.51,67.49,
300098793,Completed,225.25,-4.48,220.77,
300098792,Completed,69,-1.51,67.49,
,Placed,-1.22,...,-1.22,
300098791,Completed,25,-0.63,24.37,
,Placed,-4.94,...,-4.94,
,Placed,-3.81,...,-3.81,
300098790,Completed,102.38,-3.58,98.8,
300098789,Completed,77.95,-1.68,76.27,
,Placed,-1.36,...,-1.36,
300098788,Completed,28,-0.73,27.27,
,Placed,-5.41,...,-5.41,
,Placed,-6.89,...,-6.89,
300098787,Completed,110.5,-2.3,108.2,
300098786,Completed,140.68,-2.87,137.81,
,Placed,-5.07,...,-5.07,
,Placed,-0.37,...,-0.37,
300098785,Completed,103.5,-2.17,101.33,
300098784,Completed,7.65,-0.3,7.35,
,Placed,-1.9,...,-1.9,
300098783,Completed,38.88,-0.89,37.99,
,Paid,15,0,15,
,Pending,15,0,15,
,Pending,15,0,15,
,Canceled,15,0,15,
,Placed,-3.37,...,-3.37,
,Canceled,72.5,0,72.5,
,Pending,100,0,100,
,Canceled,15,0,15,
,Placed,-8.81,...,-8.81,
,Placed,-0.72,...,-0.72,
300098782,Completed,68.85,-1.51,67.34,
,Placed,-4.85,...,-4.85,
,Placed,-5.23,...,-5.23,
,Placed,-6.83,...,-6.83,
300098781,Completed,99.14,-2.08,97.06,
300098780,Completed,108.49,-3.8,104.69,
300098779,Completed,14.95,-0.48,14.47,
300098778,Completed,179.8,-3.62,176.18,
INV2-BXH7-3D9C-MRJN-N4XE,Completed,141.71,-5.11,136.6,
45171,Paid,141.71,0,141.71,
,Placed,-1.89,...,-1.89,
300098777,Completed,38.7,-0.94,37.76,
,Placed,-5.47,...,-5.47,
300098776,Completed,111.67,-2.32,109.35,
,Placed,-2.82,...,-2.82,
300098775,Completed,57.6,-1.29,56.31,
300098774,Completed,15.98,-0.45,15.53,
300098773,Completed,27.9,-0.68,27.22,
300098772,Completed,19,-0.56,18.44,
,Pending,72.5,0,72.5,
300098771,Completed,20.25,-0.53,19.72,
300098770,Completed,89.55,-1.9,87.65,
300098769,Completed,75.15,-2.63,72.52,
300098768,Completed,24,-0.61,23.39,
300098767,Completed,48.6,-1.12,47.48,
300098766,Completed,9.95,-0.39,9.56,
300098765,Completed,20.25,-0.53,19.72,
300098764,Completed,277.6,-5.47,272.13,
300098763,Completed,70.95,-2.48,68.47,
300098762,Completed,62.25,-1.33,60.92,
300098761,Refunded,42,-1.47,40.53,
300098760,Refunded,92.88,-1.96,90.92,
300098759,Completed,57,-1.28,55.72,
,Completed,500,0,500,
300098758,Completed,26.35,-0.7,25.65,
300098757,Completed,9,-0.32,8.68,
300098756,Completed,56.05,-1.26,54.79,
200000205,Completed,72.9,-2.55,70.35,
300098755,Completed,8.5,-0.36,8.14,
300098754,Completed,77.95,-1.68,76.27,
300098753,Completed,18.99,-0.56,18.43,
300098752,Completed,26.73,-0.71,26.02,
300098751,Completed,57.24,-2,55.24,
300098750,Completed,47.52,-1.1,46.42,
300098749,Completed,277.95,-5.43,272.52,
300098748,Completed,58.5,-2.05,56.45,
300098747,Completed,72,-1.57,70.43,
300098746,Completed,51.97,-1.19,50.78,
300098745,Completed,8.5,-0.3,8.2,
300098744,Completed,14.5,-0.43,14.07,
300098743,Completed,59.95,-1.29,58.66,
300098741,Completed,158.4,-3.21,155.19,
300098740,Completed,32.4,-0.82,31.58,
300098739,Completed,36,-0.83,35.17,
300098738,Completed,21.6,-0.61,20.99,
300098737,Completed,32,-0.76,31.24,
300098736,Completed,50.22,-1.15,49.07,
300098735,Completed,44.28,-1.04,43.24,
300098734,Completed,31.5,-0.8,30.7,
300098733,Completed,144.5,-3.67,140.83,
300098730,Completed,18.47,-0.5,17.97,
300098731,Completed,38.88,-0.89,37.99,
300098732,Completed,67,-2.35,64.65,
,Completed,99,-2.08,96.92,
300098729,Completed,22.95,-0.59,22.36,
300098728,Completed,109,-2.27,106.73,
300098727,Completed,123.25,-2.54,120.71,
300098726,Completed,15.55,-0.5,15.05,
,Completed,0.04,0,0.04,
,Completed,-2,0.04,-1.96,
300098725,Completed,26.5,-0.7,25.8,
300098724,Completed,64,-1.42,62.58,
300098723,Completed,119,-2.46,116.54,
300098722,Completed,32,-1.12,30.88,
300098721,Completed,22,-0.62,21.38,
300098720,Completed,44.28,-1.04,43.24,
300098719,Completed,60.9,-1.36,59.54,
300098718,Completed,166,-3.35,162.65,
300098716,Completed,20.95,-0.55,20.4,
300098717,Refunded,36,-0.83,35.17,
300098715,Completed,204.35,-4.03,200.32,
300098714,Completed,21,-0.55,20.45,
300098713,Completed,94.5,-1.95,92.55,
300098712,Completed,43.12,-1.02,42.1,
300098711,Completed,18.9,-0.51,18.39,
300098710,Completed,153,-3.11,149.89,
,Canceled,16.58,0,16.58,
200000204,Partially Refunded,55.45,-1.25,54.2,
300098709,Refunded,36,-0.88,35.12,
,Canceled,1384.7,0,1384.7,
300098707,Completed,79.82,-1.67,78.15,
300098706,Completed,55.52,-1.25,54.27,
300098705,Completed,59.5,-1.33,58.17,
300098704,Refunded,34.99,-0.81,34.18,
300098703,Completed,29,-0.75,28.25,
300098702,Completed,83.48,-1.79,81.69,
300098701,Completed,20,-0.53,19.47,
300098700,Completed,36.72,-0.9,35.82,
300098699,Completed,72.01,-1.57,70.44,
300098698,Completed,137.95,-4.83,133.12,
300098697,Completed,23.95,-0.66,23.29,
300098695,Completed,32.95,-0.83,32.12,
300098694,Completed,35.64,-0.88,34.76,
300098693,Completed,29.95,-0.92,29.03,
300098692,Completed,22.68,-0.79,21.89,
,Removed,-1000,24.15,-975.85,
300098691,Completed,147.6,-2.95,144.65,
300098690,Completed,77.4,-1.62,75.78,
300098689,Completed,71.28,-1.55,69.73,
300098688,Completed,16.2,-0.46,15.74,
300098687,Completed,15.3,-0.49,14.81,
300098686,Completed,95,-1.96,93.04,
300098685,Completed,15.3,-0.49,14.81,
300098684,Completed,13.5,-0.46,13.04,
,Completed,-10118.31,0,-10118.31,
300098683,Completed,53.63,-1.17,52.46,
300098682,Completed,45.9,-1.07,44.83,
300098681,Completed,178.09,-6.23,171.86,
300098680,Completed,226.2,-4.5,221.7,
300098679,Completed,149.4,-3.04,146.36,
300098678,Completed,9.5,-0.38,9.12,
300098676,Completed,131,-2.69,128.31,
300098675,Completed,53.97,-1.18,52.79,
300098674,Completed,13.5,-0.41,13.09,
200000203,Completed,30.6,-0.78,29.82,
300098673,Completed,78,-1.68,76.32,
300098672,Completed,84.13,-1.8,82.33,
300098671,Completed,32.4,-0.82,31.58,
300098670,Completed,133,-2.73,130.27,
300098669,Completed,62,-1.33,60.67,
300098667,Completed,40,-0.91,39.09,
300098666,Completed,591.84,-11.44,580.4,
300098665,Completed,173.8,-3.45,170.35,
300098664,Refunded,408.95,-14.31,394.64,
300098663,Completed,74.26,-2.6,71.66,
300098662,Completed,91.8,-1.94,89.86,
300098661,Completed,35.95,-0.83,35.12,
300098660,Completed,81.55,-1.75,79.8,
300098659,Completed,50,-1.1,48.9,
,Cleared,975.85,...,975.85,
300098658,Completed,25,-0.68,24.32,
300098657,Completed,25,-0.68,24.32,
300098656,Completed,72,-2.52,69.48,
300098655,Completed,60,-1.34,58.66,
300098595,Completed,41,-0.93,40.07,
300098654,Completed,108,-2.25,105.75,
300098653,Completed,33.15,-0.83,32.32,
300098652,Completed,108.37,-2.26,106.11,
300098650,Completed,216.63,-4.27,212.36,
300098651,Completed,115.2,-2.34,112.86,
300098649,Completed,57.45,-1.24,56.21,
300098648,Completed,43.2,-0.97,42.23,
300098647,Completed,29,-0.75,28.25,
300098646,Completed,17.5,-0.53,16.97,
300098645,Completed,124,-4.34,119.66,
300098644,Completed,39.6,-0.9,38.7,
200000202,Completed,14.95,-0.43,14.52,
300098643,Completed,8.1,-0.3,7.8,
300098642,Completed,213.95,-4.27,209.68,
,Canceled,1951.85,0,1951.85,
,Removed,-2000,48.15,-1951.85,
300098640,Completed,16.47,-0.46,16.01,
,Reversed,2000,-48.15,1951.85,
300098639,Completed,24.3,-0.66,23.64,
,Completed,500,-12.15,487.85,
,Completed,500,-12.15,487.85,
,Completed,1000,-24.15,975.85,
300098637,Completed,25.2,-0.63,24.57,
300098638,Completed,998,-19.16,978.84,
,Placed,-1000,24.15,-975.85,
,Placed,-1000,24.15,-975.85,
200000201,Completed,43.15,-1.02,42.13,
300098636,Completed,28.19,-0.74,27.45,
,Held,1000,-24.15,975.85,
,Held,1000,-24.15,975.85,
300098635,Completed,124.2,-2.51,121.69,
300098634,Completed,33,-0.78,32.22,
300098633,Completed,18,-0.49,17.51,
300098632,Completed,30,-0.77,29.23,
300098631,Completed,48,-1.11,46.89,
300098630,Completed,30.6,-0.73,29.87,
300098629,Completed,8.5,-0.36,8.14,
300098628,Completed,68.05,-1.49,66.56,
300098627,Completed,99,-2.08,96.92,
300098626,Completed,41.65,-0.99,40.66,
,Completed,7.35,0,7.35,
,Completed,-300,7.35,-292.65,
300098625,Completed,32.4,-0.77,31.63,
,Completed,-9237.42,0,-9237.42,
300098624,Completed,58.32,-1.31,57.01,
300098623,Completed,37.8,-0.87,36.93,
300098622,Completed,31.5,-0.8,30.7,
300098621,Completed,59.67,-2.09,57.58,
300098620,Completed,50.4,-1.16,49.24,
300098619,Completed,117,-2.42,114.58,
300098618,Completed,59.5,-1.33,58.17,
300098617,Completed,38,-0.87,37.13,
300098616,Completed,17,-0.52,16.48,
300098615,Completed,79.39,-1.66,77.73,
300098613,Completed,42.07,-1,41.07,
INV2-FPN6-ALC7-VRGX-SAA4,Completed,59,-2.22,56.78,
45170,Paid,59,0,59,
300098612,Completed,109.08,-2.22,106.86,
300098611,Completed,45.5,-1.01,44.49,
300098610,Completed,14.4,-0.42,13.98,
300098608,Completed,49.5,-1.09,48.41,
300098609,Completed,20.95,-0.6,20.35,
300098607,Completed,18,-0.54,17.46,
300098606,Completed,103.68,-2.17,101.51,
300098605,Completed,26.5,-0.7,25.8,
300098604,Completed,69.93,-1.53,68.4,
300098603,Completed,69.75,-1.48,68.27,
300098602,Completed,24,-0.61,23.39,
300098601,Completed,147.6,-3,144.6,
300098600,Completed,70,-1.53,68.47,
,Reversed,300,-7.35,292.65,
,Reversed,700,-16.95,683.05,
300098599,Completed,18,-0.54,17.46,
300098598,Completed,87.48,-3.06,84.42,
300098576,Completed,13.61,-0.46,13.15,
300098597,Completed,150.77,-3.06,147.71,
300098596,Completed,78.2,-2.74,75.46,
,Held,1000,-24.15,975.85,
,Held,1000,-24.15,975.85,
,Placed,-975.85,...,-975.85,
,Completed,1000,-24.15,975.85,
,Completed,1000,-24.15,975.85,
,Completed,1000,-24.15,975.85,
300098594,Completed,29.5,-0.71,28.79,
300098593,Completed,141.34,-2.89,138.45,
300098592,Completed,18,-0.54,17.46,
300098591,Completed,26.25,-0.65,25.6,
300098590,Completed,38.88,-0.89,37.99,
200000200,Completed,37.4,-0.91,36.49,
300098589,Completed,126,-2.59,123.41,
300098588,Completed,71.4,-1.56,69.84,
300098586,Completed,28,-0.68,27.32,
300098587,Completed,38.88,-0.94,37.94,
300098585,Completed,12,-0.43,11.57,
300098584,Completed,97.03,-2.04,94.99,
300098583,Completed,55,-1.2,53.8,
200000199,Completed,209.95,-4.19,205.76,
300098582,Completed,45.9,-1.02,44.88,
300098581,Completed,19,-0.51,18.49,
200000198,Completed,20,-0.58,19.42,
300098580,Completed,91.77,-1.94,89.83,
300098579,Completed,22.5,-0.58,21.92,
300098578,Completed,66,-2.31,63.69,
300098577,Completed,56,-1.26,54.74,
300098575,Completed,48,-1.11,46.89,
300098574,Refunded,32.4,-0.77,31.63,
300098573,Completed,136.95,-2.8,134.15,
300098572,Completed,19.44,-0.52,18.92,
300098571,Completed,76.15,-1.65,74.5,
300098570,Completed,53.5,-1.17,52.33,
300098569,Completed,444.5,-8.65,435.85,
300098568,Completed,328.8,-6.45,322.35,
300098567,Completed,56,-1.26,54.74,
300098566,Completed,4,-0.23,3.77,
300098565,Completed,61.94,-1.38,60.56,
,Released,487.85,...,487.85,
,Completed,12.15,0,12.15,
,Completed,-500,12.15,-487.85,
300098564,Completed,16,-0.56,15.44,
300098563,Completed,70.2,-2.46,67.74,
300098562,Completed,46.8,-1.04,45.76,
300098561,Completed,18,-0.49,17.51,
300098560,Completed,22.95,-0.64,22.31,
300098288,Refunded,36,-1.01,34.99,
300098559,Completed,68,-1.44,66.56,
,Completed,-12781.56,0,-12781.56,
300098558,Completed,38,-0.87,37.13,
300098557,Completed,8.75,-0.37,8.38,
300098556,Completed,16.2,-0.46,15.74,
300098555,Completed,28,-0.68,27.32,
300098554,Completed,24,-0.61,23.39,
,Placed,-1000,24.15,-975.85,
,Placed,-1000,24.15,-975.85,
,Placed,-1000,24.15,-975.85,
300098553,Completed,34.56,-0.86,33.7,
300098552,Completed,29.41,-0.76,28.65,
300098551,Completed,84.08,-2.94,81.14,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
,Completed,200,-7,193,
300098550,Completed,163.22,-3.3,159.92,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
,Completed,200,-4,196,
300098549,Completed,172,-3.47,168.53,
300098548,Completed,77.76,-1.68,76.08,
300098547,Completed,18.37,-0.55,17.82,
300098545,Completed,23.65,-0.65,23,
300098544,Completed,139,-2.84,136.16,
300098543,Completed,99,-2.08,96.92,
300098542,Completed,59.67,-1.33,58.34,
300098541,Completed,10,-0.34,9.66,
300098540,Completed,40,-0.91,39.09,
300098539,Completed,500,-9.65,490.35,
300098538,Completed,80,-1.67,78.33,
300098537,Completed,28.08,-0.73,27.35,
300098536,Completed,114,-2.37,111.63,
300098535,Completed,500,-9.65,490.35,
300098534,Completed,500,-9.65,490.35,
300098533,Completed,19.44,-0.52,18.92,
,Completed,381,0,381,
300098532,Completed,167.62,-5.87,161.75,
300098531,Completed,83.88,-1.74,82.14,
300098492,Completed,304.95,-5.99,298.96,
300098530,Completed,23.85,-0.65,23.2,
,Completed,-20,0,-20,
,Canceled,20,0,20,
,Completed,-20,0,-20,
,Canceled,20,0,20,
,Completed,-20,0,-20,
,Canceled,20,0,20,
,Completed,-40,0,-40,
,Canceled,40,0,40,
,Completed,-40,0,-40,
,Canceled,40,0,40,
,Completed,-40,0,-40,
,Canceled,40,0,40,
,Completed,-30,0,-30,
,Canceled,30,0,30,
,Removed,-20,0,-20,
,Removed,-20,0,-20,
,Removed,-20,0,-20,
,Removed,-40,0,-40,
,Removed,-40,0,-40,
,Removed,-40,0,-40,
,Removed,-30,0,-30,
300098529,Completed,81,-1.69,79.31,
300097776,Completed,146.1,-2.93,143.17,
300098528,Completed,40,-0.91,39.09,
300098527,Completed,18,-0.54,17.46,
,Completed,20,0,20,
,Completed,30,0,30,
,Completed,20,0,20,
,Reversed,30,0,30,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,20,0,20,
,Reversed,20,0,20,
,Reversed,20,0,20,
,Completed,0.44,0,0.44,
,Completed,-22.95,0.44,-22.51,
300098526,Completed,66.3,-2.32,63.98,
300098525,Completed,203.71,-4.07,199.64,
300098524,Completed,30,-0.77,29.23,
300098523,Completed,52.49,-1.2,51.29,
300098522,Completed,14.95,-0.43,14.52,
,Unclaimed,10,0,10,
300098521,Completed,103.15,-3.61,99.54,
300098520,Completed,87,-1.85,85.15,
,Completed,0.63,0,0.63,
,Completed,-25,0.63,-24.37,
300098519,Completed,24.3,-0.66,23.64,
300098518,Completed,33.15,-0.83,32.32,
300098517,Completed,172.95,-3.49,169.46,
300098516,Completed,29,-0.85,28.15,
,Completed,0.46,0,0.46,
,Completed,-24.65,0.46,-24.19,
300098515,Completed,126,-4.41,121.59,
300098514,Completed,59.4,-1.28,58.12,
300098513,Completed,47.45,-1.1,46.35,
300098512,Completed,130.5,-2.63,127.87,
,Completed,20,0,20,
,Released,6.68,...,6.68,
,Completed,0.32,0,0.32,
,Completed,-7,0.32,-6.68,
,Unclaimed,30,0,30,
,Completed,149.95,-3.05,146.9,
300098511,Completed,25.2,-0.63,24.57,
,Canceled,50,0,50,
300098510,Completed,68.8,-1.51,67.29,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
,Reversed,40,0,40,
300098508,Completed,58,-1.3,56.7,
300098507,Completed,105.31,-2.15,103.16,
300098506,Completed,81.55,-1.75,79.8,
,Unclaimed,20,0,20,
,Unclaimed,15,0,15,
,Unclaimed,20,0,20,
300098505,Completed,110.57,-2.3,108.27,
300098374,Completed,66,-1.4,64.6,
300098504,Completed,95.04,-1.96,93.08,
300098503,Completed,84.15,-1.8,82.35,
300098502,Completed,20.7,-0.59,20.11,
300098501,Completed,440.95,-8.58,432.37,
300098500,Completed,9.5,-0.38,9.12,
,Placed,-487.85,...,-487.85,
,Canceled,500,-12.15,487.85,
300098499,Completed,114.66,-2.38,112.28,
300098498,Completed,9.5,-0.38,9.12,
,Placed,-6.68,...,-6.68,
,Canceled,7,-0.32,6.68,
300098497,Completed,8.5,-0.36,8.14,
300098496,Completed,34.02,-0.8,33.22,
300098495,Completed,61.62,-1.32,60.3,
